native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
SRT1,table,SBODemoUS,N3,korean_summary_report_rows1,kor_sum_rep_rows1,SRT1
SRT2,table,SBODemoUS,N3,korean_summary_report_rows2,kor_sum_rep_rows2,SRT2
SysRptTemp,column,SBODemoUS,N2,system_report_template,SysRptTemp,SRTmp
SortOrder,column,SBODemoUS,N1,SortOrder,SrtOrd,SrtOrdr
ServiceCD,column,SBODemoUS,N2,service_code,ServiceCD,SrvCD
ServiceCtg,column,SBODemoUS,N2,service_category,ServiceCtg,SrvCtg
SrvGpPrcnt,column,SBODemoUS,N3,service_gross_profit_percentage,svc_gross_profit_pct,SrvGpPrcnt
ServiceGrp,column,SBODemoUS,N2,service_group,ServiceGrp,SrvGrp
SatStart,column,SBODemoUS,N2,saturday_start,SatStart,Sat_st
ShipState,column,SBODemoUS,N1,ShipState,ShpSt,ShSt
SalesStage,column,SBODemoUS,N1,SalesStage,SlsStg,SlStg
SubStr,column,SBODemoUS,N2,subseries_string,SubStr,SbSt
SubSum,column,SBODemoUS,N2,subtotal,SubSum,SbSm
SunStrart,column,SBODemoUS,N2,sunday_start,SunStrart,Sun_st
SnapShotID,column,SBODemoUS,N1,SnapShotID,SnapID,SS_ID
StckSumApp,column,SBODemoUS,N2,stock_sum_applied,StckSumApp,SSA
SeStartDat,column,SBODemoUS,N2,series_start_date,SeStartDat,SSD
SSIExmpt,column,SBODemoUS,N2,social_security_income_exemption,SSIExmpt,SSEmpt
StockSumFc,column,SBODemoUS,N2,stock_sum_functional_currency,StockSumFc,SSF
SSIExmptSt,column,SBODemoUS,N3,social_security_income_exemption_status,ssi_exmptn_sts,SSIExmptSt
SendSMS,column,SBODemoUS,N2,send_sms,SendSMS,SSMS
StgSeqNum,column,SBODemoUS,N2,stage_sequence_number,StgSeqNum,SSN
StockSumSc,column,SBODemoUS,N2,stock_sum_system_currency,StockSumSc,SSS
SeriesStr,column,SBODemoUS,N2,series_string,SeriesStr,SStr
SeqType,column,SBODemoUS,N2,sequence_type,SeqType,Seq_t
ShipType,column,SBODemoUS,N1,ShipType,ShpType,Sh_t
SourceType,column,SBODemoUS,N1,SourceType,SrcType,Src_t
SortType,column,SBODemoUS,N1,SortType,SrtType,Srt_t
SrvcType,column,SBODemoUS,N2,service_type,SrvcType,Svc_t
State,column,SBODemoUS,N1,State,Sta,St
SubType,column,SBODemoUS,N1,SubType,SubTp,Sb_t
SumType,column,SBODemoUS,N1,SumType,SumTyp,Sm_t
StatAsset,column,SBODemoUS,N2,owned_by_company,StatAsset,StAsst
StampTax,column,SBODemoUS,N2,stamp_tax_code,StampTax,STax
StateB,column,SBODemoUS,N2,state_B,StateB,StB
StreetB,column,SBODemoUS,N2,street_B,StreetB,StrB
ShipToCode,column,SBODemoUS,N1,ShipToCode,ShpToCd,S_to_cd
SrvTaxClr,column,SBODemoUS,N2,service_tax_clearing_account,SrvTaxClr,STC_ac
STACode,column,SBODemoUS,N2,status_code,STACode,STAC
STCCode,column,SBODemoUS,N2,stc_code,STCCode,STCC
StckAppD,column,SBODemoUS,N3,stock_distribution_applied_sum,stk_distr_appl_sum,StckAppD
StckAppDFC,column,SBODemoUS,N3,stock_dist_applied_sum_functional_currency,stk_dist_appl_sum_fc,StckAppDFC
StckAppDSC,column,SBODemoUS,N3,stock_dist_applied_sum_system_currency,stk_dist_appld_sum_sc,StckAppDSC
StckAppFc,column,SBODemoUS,N3,stock_sum_applied_functional_currency,stk_sum_app_fc,StckAppFc
StckAppSc,column,SBODemoUS,N3,stock_sum_applied_system_currency,stk_sum_app_sc,StckAppSc
StckDstFc,column,SBODemoUS,N3,stock_distribution_sum_functional_currency,stk_dist_sum_fc,StckDstFc
StckDstSc,column,SBODemoUS,N3,stock_distribution_system_currency,stk_distr_sys_curr,StckDstSc
StckDstSum,column,SBODemoUS,N3,stock_distribution_sum,stk_distr_sum,StckDstSum
StckINMPr,column,SBODemoUS,N3,stock_inm_price,stk_inm_price,StckINMPr
ShipToDef,column,SBODemoUS,N2,ship_to_default,ShipToDef,S_to_def
ShipToDesc,column,SBODemoUS,N2,ship_to_description,ShipToDesc,S_to_dscr
StckTrnDir,column,SBODemoUS,N2,inventory_transaction_direction,StckTrnDir,Stk_tr_dr
StDp1Abs,column,SBODemoUS,N3,stage_dependence_project_key_1,stg_dep_proj_key_1,StDp1Abs
StDp1Type,column,SBODemoUS,N3,stage_dependence_project_type_1,stg_dep_proj_type_1,StDp1Type
StDp2Abs,column,SBODemoUS,N3,stage_dependence_project_key_2,stg_dep_proj_key_2,StDp2Abs
StDp2Type,column,SBODemoUS,N3,stage_dependence_project_type_2,stg_dep_proj_type_2,StDp2Type
StDp3Abs,column,SBODemoUS,N3,stage_dependence_project_key_3,stg_dep_proj_key_3,StDp3Abs
StDp3Type,column,SBODemoUS,N3,stage_dependence_project_type_3,stg_dep_proj_type_3,StDp3Type
StDp4Abs,column,SBODemoUS,N3,stage_dependence_project_key_4,stg_dep_proj_key_4,StDp4Abs
StDp4Type,column,SBODemoUS,N3,stage_dependence_project_type_4,stg_dep_proj_type_4,StDp4Type
StartDate,column,SBODemoUS,N1,StartDate,StartDt,StDt
SplitTaxFC,column,SBODemoUS,N2,split_payment_tax_functional_currency,SplitTaxFC,STFC
Settings,column,SBODemoUS,N1,Settings,Settngs,Stgs
StockAct,column,SBODemoUS,N2,stock_inventory_account,StockAct,StkAct
StkInTnAct,column,SBODemoUS,N3,stock_in_transit_account,stk_in_trans_acct,StkInTnAct
StkOffsAct,column,SBODemoUS,N3,stock_inventory_revaluation_offset_account,Stock_Inv_Reval_Offset_Acc,StkOffsAct
StockOffst,column,SBODemoUS,N2,inventory_offset_pl_account,StockOffst,StkOfst
StockQty,column,SBODemoUS,N2,stock_affecting_quantity,StockQty,StkQty
StkRvOfAct,column,SBODemoUS,N3,inventory_revaluation_offset_account,Inv_Reval_Offset_Acc,StkRvOfAct
StockSum,column,SBODemoUS,N2,stock_sum,StockSum,StkSum
StockType,column,SBODemoUS,N1,StockType,StkType,StkTyp
StockValue,column,SBODemoUS,N1,StockValue,StckVal,StkVal
StampNum,column,SBODemoUS,N2,stamp_number,StampNum,StmpNum
ServTaxNo,column,SBODemoUS,N2,service_tax_number,ServTaxNo,STN
StreetNo,column,SBODemoUS,N2,street_number,StreetNo,StNo
StreetNoB,column,SBODemoUS,N2,street_number_B,StreetNoB,StNoB
StreetNoH,column,SBODemoUS,N2,home_street_number,StreetNoH,StNoH
StreetNoS,column,SBODemoUS,N2,street_number_S,StreetNoS,StNoS
Storno,column,SBODemoUS,N2,cancel_transaction,Storno,Sto
SysTotal,column,SBODemoUS,N2,system_currency_total,SysTotal,STot
StpUpdated,column,SBODemoUS,N2,stages_updated,StpUpdated,StpUpd
SrvTaxRule,column,SBODemoUS,N2,apply_service_tax_rule,SrvTaxRule,STxRl
StornoToTr,column,SBODemoUS,N2,reverse_transaction,StornoToTr,SnoToTr
String,column,SBODemoUS,N2,string_text,String,Str
SpiltTrans,column,SBODemoUS,N2,split_transaction_journal,SpiltTrans,STrans
Strategy,column,SBODemoUS,N1,Strategy,Strtgy,Strgy
StreetS,column,SBODemoUS,N2,street_S,StreetS,StrS
StateS,column,SBODemoUS,N1,StateS,StaS,StaS
Status,column,SBODemoUS,N1,Status,Sttus,stat
SplitTaxSC,column,SBODemoUS,N2,split_payment_tax_sc,SplitTaxSC,STxSC
StatusDisc,column,SBODemoUS,N2,status_description,StatusDisc,StsDsc
StatusNum,column,SBODemoUS,N2,status_number,StatusNum,StsNum
StatusRem,column,SBODemoUS,N2,status_remarks,StatusRem,StsRem
Street,column,SBODemoUS,N1,Street,Str,Stt
Start,column,SBODemoUS,N1,Start,Strt,Sta
SttCurYr,column,SBODemoUS,N3,state_for_current_year,st_for_curr_yr,SttCurYr
SettleProb,column,SBODemoUS,N2,settlement_probability,SettleProb,SttlPrb
StartTime,column,SBODemoUS,N1,StartTime,StartTm,StTm
SttPrvsYr,column,SBODemoUS,N3,state_for_previous_year,st_for_prev_yr,SttPrvsYr
SplitTax,column,SBODemoUS,N2,split_payment_tax,SplitTax,STx
StaType,column,SBODemoUS,N2,status_type,StaType,StaTp
StraType,column,SBODemoUS,N2,strategy_type,StraType,StrTp
StanUnit,column,SBODemoUS,N2,standard_units,StanUnit,SU
Submitted,column,SBODemoUS,N1,Submitted,Submtd,Subd
Substitute,column,SBODemoUS,N1,Substitute,Substt,Subst
SalUnitMsr,column,SBODemoUS,N2,sales_unit_of_measure,SalUnitMsr,SUM
SumRfndCln,column,SBODemoUS,N3,deduction_refund_amount,deduct_ref_amt,SumRfndCln
Sunday,column,SBODemoUS,N1,Sunday,Sun,Sun
SUoMEntry,column,SBODemoUS,N3,default_sales_uom,dflt_sales_uom,SUoMEntry
Supplier,column,SBODemoUS,N1,Supplier,Suplr,Supp
SalvageVal,column,SBODemoUS,N2,salvage_value,SalvageVal,Sal_V
SentValue,column,SBODemoUS,N1,SentValue,SntVal,Snt_V
SouVirAsst,column,SBODemoUS,N2,source_virtual_asset_item,SouVirAsst,SVA
SaleVatOff,column,SBODemoUS,N2,sales_value_added_tax_offset,SaleVatOff,SVO
SVolume,column,SBODemoUS,N2,sales_unit_volume,SVolume,SVol
SurOver,column,SBODemoUS,N2,surcharge_overlook,SurOver,SvrOvr
SYSVatSum,column,SBODemoUS,N2,system_vat_amount,SYSVatSum,SVS
SVolUnit,column,SBODemoUS,N2,sales_volume_unit,SVolUnit,SVU
SWeight1,column,SBODemoUS,N2,weight_1_sales_unit,SWeight1,SWgt1
SWidth1,column,SBODemoUS,N2,width_1_sales_unit,SWidth1,SWid1
SWght1Unit,column,SBODemoUS,N2,weight_1_uom_sales,SWght1Unit,SWgt1U
SWeight2,column,SBODemoUS,N2,weight_2_sales_unit,SWeight2,SWgt2
SWidth2,column,SBODemoUS,N2,width_2_sales_unit,SWidth2,SWid2
SWght2Unit,column,SBODemoUS,N2,weight_2_uom_sales,SWght2Unit,SW2U
SwiftNum,column,SBODemoUS,N2,bic_swift_code,SwiftNum,SwfNum
SWW,column,SBODemoUS,N3,additional_identifier,addtl_id,SWW
SYSDeb,column,SBODemoUS,N3,system_debit_amount,sys_debit_amt,SYSDeb
SysNumber,column,SBODemoUS,N2,system_number,SysNumber,SysNum
SystemRate,column,SBODemoUS,N1,SystemRate,Sys_Rate,SysRt
SYSTVat,column,SBODemoUS,N3,system_total_tax,sys_ttl_tax,SYSTVat
ShowZero,column,SBODemoUS,N1,ShowZero,ShwZero,ShwZ
SupZeros,column,SBODemoUS,N2,suppress_zeros,SupZeros,SupZ
Size,column,SBODemoUS,N1,Size,Siz,Sz
SizeInMM,column,SBODemoUS,N2,unit_length_mm,SizeInMM,SzInMM
Top,column,SBODemoUS,N1,Top,Tp,T
Tax,column,SBODemoUS,N1,Tax,Tx,Tx
TYP,column,SBODemoUS,N2,documentType,TYP,D_T
Type,column,SBODemoUS,N1,Type,Tpe,ty
Title_1,column,SBODemoUS,N1,Title_1,Ttl_1,T_1
Title_2,column,SBODemoUS,N1,Title_2,Ttl_2,T_2
TaxCheck,column,SBODemoUS,N1,TaxCheck,TxChk,T_Ck
Task_Id,column,SBODemoUS,N1,Task_Id,Tsk_Id,T_Id
TaxLine,column,SBODemoUS,N1,TaxLine,TxLn,T_Ln
TableName,column,SBODemoUS,N1,TableName,TblNm,T_Nm
TrackNo,column,SBODemoUS,N1,TrackNo,TrkNo,T_No
TransprtRS,column,SBODemoUS,N2,transport_reason,TransprtRS,T_RS
TaxSum,column,SBODemoUS,N1,TaxSum,TxSum,T_Sum
TreeType,column,SBODemoUS,N1,TreeType,TrType,T_Tp
TotalUnits,column,SBODemoUS,N1,TotalUnits,TtlUnits,T_Units
TaxId0,column,SBODemoUS,N1,TaxId0,TxId0,T0
Tel1,column,SBODemoUS,N2,telephone_1,Tel1,Tl_1
TAX1,table,SBODemoUS,N1,TAX1,TX1,Tx1
TaxId1,column,SBODemoUS,N1,TaxId1,TxId1,T1
TaxId11,column,SBODemoUS,N1,TaxId11,TxId11,T11
TaxId12,column,SBODemoUS,N1,TaxId12,TxId12,T12
TaxId13,column,SBODemoUS,N1,TaxId13,TxId13,T13
Tel2,column,SBODemoUS,N2,telephone_2,Tel2,Tl_2
TaxId2,column,SBODemoUS,N1,TaxId2,TxId2,T2
TaxId3,column,SBODemoUS,N1,TaxId3,TxId3,T3
TaxId4,column,SBODemoUS,N1,TaxId4,TxId4,T4
TaxId5,column,SBODemoUS,N1,TaxId5,TxId5,T5
TaxId6,column,SBODemoUS,N1,TaxId6,TxId6,T6
TaxId7,column,SBODemoUS,N1,TaxId7,TxId7,T7
TaxId8,column,SBODemoUS,N1,TaxId8,TxId8,T8
TaxId9,column,SBODemoUS,N1,TaxId9,TxId9,T9
TaxAcct,column,SBODemoUS,N2,tax_account,TaxAcct,TxAc
TransAbs,column,SBODemoUS,N2,journal_entry_key,TransAbs,TrAb
TransAcct,column,SBODemoUS,N2,transaction_account,TransAcct,TrAct
TrnsfrAct,column,SBODemoUS,N2,transfer_account,TrnsfrAct,TA
TaaSEnbl,column,SBODemoUS,N3,taas_service_enabled_on_address,tserv_enbl_on_addr,TaaSEnbl
ToAcct,column,SBODemoUS,N2,to_account,ToAcct,ToAc
TrsfrAcct,column,SBODemoUS,N2,transferAccount,TrsfrAcct,TrfAcc
TitAcctLvl,column,SBODemoUS,N2,title_account_level,TitAcctLvl,TAL
ToAmount2,column,SBODemoUS,N2,for_quantity_release,ToAmount2,TAm2
TransAmnt,column,SBODemoUS,N2,transaction_amount,TransAmnt,TAmt
TotalAP,column,SBODemoUS,N2,total_ap,TotalAP,TAP
TaxAdjRep,column,SBODemoUS,N2,object_c24_report,TaxAdjRep,TxAR
TotalAR,column,SBODemoUS,N2,total_accounts_receivable,TotalAR,TotAR
TBankCode,column,SBODemoUS,N2,target_default_bank,TBankCode,TBCd
TBankCount,column,SBODemoUS,N2,target_bank_country,TBankCount,TBCt
ToBinCode,column,SBODemoUS,N2,to_bin_location,ToBinCode,TBinC
TableDesc,column,SBODemoUS,N2,cash_discount_name,TableDesc,TblDesc
TotalBlckS,column,SBODemoUS,N2,total_reserved_amount_system_currency,TotalBlckS,TBS
TaxCategry,column,SBODemoUS,N2,tax_category,TaxCategry,TxCt
TaxCtg,column,SBODemoUS,N2,taxCategory,TaxCtg,TxCg
TaxCtgr,column,SBODemoUS,N2,tax_type_annual_list,TaxCtgr,Tx_Ct
TransCat,column,SBODemoUS,N2,transaction_category,TransCat,TrCt
TransCurr,column,SBODemoUS,N2,transaction_currency,TransCurr,TrCr
TrcCode,column,SBODemoUS,N2,hierarchy_code,TrcCode,TrCd
TermCode,column,SBODemoUS,N1,TermCode,TrmCd,TmCd
TransCode,column,SBODemoUS,N1,TransCode,TrnsCd,Tr_Cd
TrnsCode,column,SBODemoUS,N2,transaction_code,TrnsCode,Trn_cd
TrnspCode,column,SBODemoUS,N2,shipping_type,TrnspCode,Tpt_cd
TaxClass,column,SBODemoUS,N1,TaxClass,TxClss,Tx_cl
TaxCode,column,SBODemoUS,N1,TaxCode,TxCode,tx_Cd
TextCode,column,SBODemoUS,N1,TextCode,TxtCd,txt_c
TypeCode,column,SBODemoUS,N1,TypeCode,TypCd,ty_cd
TaxCodeAP,column,SBODemoUS,N2,purchasing_tax_code,TaxCodeAP,TxC_AP
TaxCodeAR,column,SBODemoUS,N2,sales_tax_code,TaxCodeAR,TxC_AR
TanCirNo,column,SBODemoUS,N2,tan_circle_number,TanCirNo,TCN
TotalCrdt,column,SBODemoUS,N2,total_reported_credit,TotalCrdt,ToCrdt
TransCrdt,column,SBODemoUS,N2,transferred_credit,TransCrdt,TrsCrdt
ToDate,column,SBODemoUS,N2,to_date_value,ToDate,To_dt
TolDays,column,SBODemoUS,N2,tolerance_days,TolDays,Tol_d
ToleranDay,column,SBODemoUS,N2,tolerance_day,ToleranDay,TolDy
TolerDays,column,SBODemoUS,N2,toleranceDays,TolerDays,Tlr_dys
TolrnceDay,column,SBODemoUS,N2,toleranceDay,TolrnceDay,Tln_dy
TotalDed,column,SBODemoUS,N2,total_reported_tax_deductions,TotalDed,Tot_D
TypeDetail,column,SBODemoUS,N1,TypeDetail,TypDtl,Typ_d
ToDate3,column,SBODemoUS,N2,to_date_3,ToDate3,To_dt3
ToDate4,column,SBODemoUS,N2,to_date_4,ToDate4,To_dt4
TotalDbt,column,SBODemoUS,N2,total_reported_debit,TotalDbt,TDbt
ToDueDate,column,SBODemoUS,N2,to_due_date_filter,ToDueDate,TDD
TDSFee,column,SBODemoUS,N2,tds_fee,TDSFee,TDS_F
ToDiff,column,SBODemoUS,N2,corr_invoice_amount_to_diff,ToDiff,ToDf
TDflAccoun,column,SBODemoUS,N3,target_default_account,trgt_dflt_acct,TDflAccoun
TaxDateFro,column,SBODemoUS,N2,lower_limit_tax_data,TaxDateFro,TDFro
TaxDistSum,column,SBODemoUS,N2,tax_distributed_amount,TaxDistSum,TxDS
TDSType,column,SBODemoUS,N2,tds_type,TDSType,TDST
TolrncDays,column,SBODemoUS,N2,tolerance_in_days,TolrncDays,TIDys
TDSCharges,column,SBODemoUS,N2,tds_other_charges,TDSCharges,TDSChrgs
TaxDistSFC,column,SBODemoUS,N2,tax_distributed_amount_functional_currency,TaxDistSFC,TDSFC
TDSInterst,column,SBODemoUS,N2,tds_interest,TDSInterst,TDSIntst
TaxDistSSC,column,SBODemoUS,N2,tax_distributed_amount_system_currency,TaxDistSSC,TDSSC
T_DueDate,column,SBODemoUS,N2,due_date_to,T_DueDate,T_DDt
TaxDateTo,column,SBODemoUS,N2,top_limit_document_dates,TaxDateTo,TxDtTo
TransprtDT,column,SBODemoUS,N2,transport_starting_date,TransprtDT,TrnsDT
TueEnabled,column,SBODemoUS,N2,tuesday_enabled,TueEnabled,TE
TaxExpAct,column,SBODemoUS,N2,expense_account_for_tax,TaxExpAct,TEA
Technician,column,SBODemoUS,N1,Technician,Techncn,Tech
TotalExpFC,column,SBODemoUS,N2,total_freight_charges_functional_currency,TotalExpFC,TEFC
Telephone,column,SBODemoUS,N1,Telephone_number,Tel_num,Tel
ThuEnd,column,SBODemoUS,N2,thursday_end,ThuEnd,Thu_E
TransEnd,column,SBODemoUS,N2,timestamp_if_status_sent,TransEnd,Tr_End
TueEnd,column,SBODemoUS,N2,tuesday_end,TueEnd,Tue_E
TotalExpSC,column,SBODemoUS,N2,total_freight_charges_sc,TotalExpSC,TESC
TotalExpns,column,SBODemoUS,N2,total_expenses,TotalExpns,TExp
TotalFee,column,SBODemoUS,N1,TotalFee,TtlFee,Tot_F
TitleField,column,SBODemoUS,N1,TitleField,TtlFld,Tit_F
TotalFC,column,SBODemoUS,N2,total_functional_currency,TotalFC,TFC
TrsfrDate,column,SBODemoUS,N2,transfer_date,TrsfrDate,TfDt
ToGroup,column,SBODemoUS,N2,move_to_group,ToGroup,TG
TGG1,table,SBODemoUS,N3,target_group_details,trgt_grp_dtl,TGG1
TargetGrp,column,SBODemoUS,N2,target_group,TargetGrp,TGrp
TargetBran,column,SBODemoUS,N2,target_bank_branch,TargetBran,TgtBran
TargetCode,column,SBODemoUS,N1,TargetCode,TgtCode,TgtCd
TrgetEntry,column,SBODemoUS,N2,target_document_internal_id,TrgetEntry,TgtEnt
TargetName,column,SBODemoUS,N1,TargetName,Tgt_Nm,TgtNm
TargetType,column,SBODemoUS,N1,TargetType,TgtType,TgtTyp
ThuEnabled,column,SBODemoUS,N2,thursday_enabled,ThuEnabled,ThEn
Thursday,column,SBODemoUS,N1,Thursday,Thurs,Thur
TaxIdIdent,column,SBODemoUS,N2,tax_id_category,TaxIdIdent,TID_ID
territryID,column,SBODemoUS,N2,territory_id,territryID,Terr_ID
teamID,column,SBODemoUS,N1,teamID,TmID,TmID
TemplateID,column,SBODemoUS,N1,TemplateID,TmplID,Tmp_ID
TransID,column,SBODemoUS,N2,transaction_ID,TransID,Trs_ID
TreeID,column,SBODemoUS,N2,tree_id,TreeID,Tr_ID
TransferID,column,SBODemoUS,N1,TransferID,Trnsfr_ID,Tfr_ID
TaskID,column,SBODemoUS,N1,TaskID,TskID,Tk_ID
TestID,column,SBODemoUS,N1,TestID,TstID,Ts_ID
TypeID,column,SBODemoUS,N1,TypeID,TypID,Tp_ID
TaxId10,column,SBODemoUS,N1,TaxId10,TxId10,TID10
TaxIDNum,column,SBODemoUS,N2,tax_identification_number,TaxIDNum,TID_Num
TaxInvNo,column,SBODemoUS,N2,tax_invoice_number,TaxInvNo,TIN
TaxIdNum2,column,SBODemoUS,N2,federal_tax_id_2,TaxIdNum2,TIN2
TaxIdNum3,column,SBODemoUS,N2,federal_tax_id_3,TaxIdNum3,TIN3
TaxInPrice,column,SBODemoUS,N2,tax_included_in_price,TaxInPrice,TIP
TxInvRptDt,column,SBODemoUS,N2,tax_invoice_report_date,TxInvRptDt,TIRD
TxInvRptNo,column,SBODemoUS,N2,tax_invoice_report_number,TxInvRptNo,TIRN
TotInclTax,column,SBODemoUS,N2,total_including_tax,TotInclTax,TIT
TempJEAbs,column,SBODemoUS,N2,temp_journal_entry,TempJEAbs,TJA
ToKey,column,SBODemoUS,N2,to_key,ToKey,TK
Tel,column,SBODemoUS,N2,telephone,Tel,Tphn
ThreatLevl,column,SBODemoUS,N2,threat_level,ThreatLevl,ThrLv
TopLine,column,SBODemoUS,N1,TopLine,TopLn,TpLn
TotalLine,column,SBODemoUS,N1,TotalLine,TtlLine,TL
TotalLC,column,SBODemoUS,N2,inventory_total_lc,TotalLC,TLC
TotalLoc,column,SBODemoUS,N2,total_local_currency,TotalLoc,TLoc
TotLineSC,column,SBODemoUS,N2,total_line_system_currency,TotLineSC,TLS
Team,column,SBODemoUS,N1,Team,Tm,Tm
Time,column,SBODemoUS,N1,Time,Tim,tim
TransMod,column,SBODemoUS,N2,transport_mode,TransMod,TrMd
TermDate,column,SBODemoUS,N1,TermDate,TrmDt,TmDt
TimeFormat,column,SBODemoUS,N1,TimeFormat,TimeFmt,TmFmt
TMargin,column,SBODemoUS,N2,top_margin,TMargin,TMgn
TmpltName,column,SBODemoUS,N2,template_name,TmpltName,TmNme
TransMode,column,SBODemoUS,N2,transportMode,TransMode,TMode
TMP8,table,SBODemoUS,N3,incoming_payment_tds_entries,in_payment_tds_entries,TMP8
TmpForMrp,column,SBODemoUS,N3,is_temporary_for_mrp,is_tmp_for_mrp,TmpForMrp
Template,column,SBODemoUS,N1,Template,Tmplt,Tmpl
TmpltCnt,column,SBODemoUS,N3,template_content,tmpl_cntnt,TmpltCnt
TmplPath,column,SBODemoUS,N2,template_path,TmplPath,TmPth
ToMthSum,column,SBODemoUS,N2,reconciliation_total,ToMthSum,TMS
TanNo,column,SBODemoUS,N2,tan_number,TanNo,TAN_n
TinNo,column,SBODemoUS,N2,tin_number,TinNo,TIN_n
TransNo,column,SBODemoUS,N2,total_trans_number_under_bp,TransNo,Tr_n
TransNum,column,SBODemoUS,N2,transaction_number,TransNum,Trns_n
TrcName,column,SBODemoUS,N2,hierarchy_name,TrcName,Trc_nm
TermName,column,SBODemoUS,N1,TermName,Trm_Nm,TN
TransNum1,column,SBODemoUS,N2,cancellation_transaction_number,TransNum1,TN1
TrackiNtLn,column,SBODemoUS,N2,customs_cargo_declaration_tracking_note_line,TrackiNtLn,TNL
tentative,column,SBODemoUS,N1,tentative,tntv,tntv
TNVED,column,SBODemoUS,N3,tnved_code,tnvd_cd,TNVED
TaxOffice,column,SBODemoUS,N1,TaxOffice,TaxOff,TxOf
ThreshOver,column,SBODemoUS,N2,threshold_overlook,ThreshOver,TO
TO_FC,column,SBODemoUS,N3,functional_currency_to,frgn_curr_to,TO_FC
ToAmount,column,SBODemoUS,N2,to_amount,ToAmount,ToAmt
TaxOnExp,column,SBODemoUS,N2,tax_on_expenses_sum,TaxOnExp,ToE
TaxOnExAp,column,SBODemoUS,N2,tax_on_expenses_applied,TaxOnExAp,TOE_AP
TaxOnExApF,column,SBODemoUS,N2,applied_tax_on_expenses_functional_currency,TaxOnExApF,TOE_AP_F
TaxOnExApS,column,SBODemoUS,N2,applied_tax_expenses_sc,TaxOnExApS,TOE_AP_S
TaxOnExpAp,column,SBODemoUS,N2,applied_tax_on_expenses,TaxOnExpAp,TOEx_AP
TaxOnExBlo,column,SBODemoUS,N2,reserved_tax_on_freight_amount,TaxOnExBlo,TOEB
TaxOnExBlF,column,SBODemoUS,N2,reserved_tax_on_freight_amount_functional_currency,TaxOnExBlF,TOEBF
TaxOnExpFc,column,SBODemoUS,N2,tax_on_expenses_functional_currency,TaxOnExpFc,TOEF
TaxOnExBlS,column,SBODemoUS,N2,reserved_tax_on_freight_amt_system_currency,TaxOnExBlS,TOES
TaxOnExpSc,column,SBODemoUS,N2,tax_on_expenses_sc,TaxOnExpSc,TOExS
TaxOnExpSu,column,SBODemoUS,N2,tax_on_freight_amount,TaxOnExpSu,ToESu
TanOfficer,column,SBODemoUS,N2,tan_assessing_officer,TanOfficer,TOff
ToFRNAmnt,column,SBODemoUS,N3,to_functional_currency_amount,to_for_cur_amt,ToFRNAmnt
ToIdc,column,SBODemoUS,N3,indicator_to,Indctr_To,ToIdc
TaxOName,column,SBODemoUS,N2,tax_office_name,TaxOName,TONm
TaxONum,column,SBODemoUS,N2,tax_office_number,TaxONum,TONum
TxOffcNo,column,SBODemoUS,N2,taxOfficeNumber,TxOffcNo,TONo
TypeOfOp,column,SBODemoUS,N2,type_of_operation,TypeOfOp,TOO
TaxOnRI,column,SBODemoUS,N2,tax_on_reserve_invoice,TaxOnRI,TORI
TotLineFC,column,SBODemoUS,N3,total_line_functional_currency,tot_lin_func_curr,TotLineFC
TotLineLC,column,SBODemoUS,N3,total_line_local_currency,tot_lin_loc_curr,TotLineLC
TotVarAP,column,SBODemoUS,N3,total_variance_accounts_payable,tot_var_ap,TotVarAP
TotVarAR,column,SBODemoUS,N3,total_variance_accounts_receivable,tot_var_ar,TotVarAR
ToWH,column,SBODemoUS,N3,warehouse_for_finished_product,Whse_For_Fin_Prod,ToWH
ThirdParty,column,SBODemoUS,N1,ThirdParty,ThrdPty,Th_p
ToPane,column,SBODemoUS,N2,to_pane,ToPane,to_pn
ToPeriod,column,SBODemoUS,N2,to_period,ToPeriod,to_per
ToProject,column,SBODemoUS,N1,ToProject,ToProj,to_pj
TaxPostAcc,column,SBODemoUS,N2,tax_posting_account,TaxPostAcc,TxPA
TpCusPres,column,SBODemoUS,N3,type_of_end_user_presence,type_of_end_user_prsnc,TpCusPres
TPLDesc,column,SBODemoUS,N3,template_description,tmpl_desc,TPLDesc
TPLId,column,SBODemoUS,N3,template_id,tmpl_id,TPLId
TPLName,column,SBODemoUS,N3,templateName,tmpl_name,TPLName
TaxPymType,column,SBODemoUS,N2,tax_payment_type,TaxPymType,TxPT
TaxPerUnit,column,SBODemoUS,N2,tax_per_unit,TaxPerUnit,TxPU
TPW1,table,SBODemoUS,N3,selection_criteria_table,sel_crit_tbl,TPW1
TPW2,table,SBODemoUS,N3,payable_information_table,Pbl_Info_Table,TPW2
TpwID,column,SBODemoUS,N3,tax_payment_wizard_id,tax_pay_wiz_id,TpwID
TreeQty,column,SBODemoUS,N2,number_of_units,TreeQty,TQty
TransRate,column,SBODemoUS,N2,transaction_rate,TransRate,TRt
TaxRate,column,SBODemoUS,N1,TaxRate,TxRt,TR
ToRef1,column,SBODemoUS,N2,to_reference_1,ToRef1,TR1
ToRef2,column,SBODemoUS,N2,to_reference_2,ToRef2,TR2
TfrRealAmt,column,SBODemoUS,N2,transfer_real_amount,TfrRealAmt,TRA
TransferAc,column,SBODemoUS,N2,transfer_allocation_account,TransferAc,TrAc
